district,district_reported,crop,year,season_group,yield_t_ha,yield_original,yield_unit,source_report,source_page,source_period
Bahawalnagar,Bahawalnagar,Bitter Gourd,2019-20,Kharif,10.388504,105.1,maund/acre,2020-21(1).pdf,68,previous_year
Bahawalpur,Bahawalpur,Bitter Gourd,2019-20,Kharif,11.781216,119.19,maund/acre,2020-21(1).pdf,68,previous_year
Chiniot,Chiniot,Bitter Gourd,2019-20,Kharif,16.558347,167.52,maund/acre,2020-21(1).pdf,68,previous_year
Faisalabad,Faisalabad,Bitter Gourd,2019-20,Kharif,13.878686,140.41,maund/acre,2020-21(1).pdf,68,previous_year
Gujranwala,Gujranwala,Bitter Gourd,2019-20,Kharif,8.176376,82.72,maund/acre,2020-21(1).pdf,68,previous_year
Gujrat,Gujrat,Bitter Gourd,2019-20,Kharif,10.719632,108.45,maund/acre,2020-21(1).pdf,68,previous_year
Jhang,Jhang,Bitter Gourd,2019-20,Kharif,14.800901,149.74,maund/acre,2020-21(1).pdf,68,previous_year
Kasur,Kasur,Bitter Gourd,2019-20,Kharif,13.047408,132.0,maund/acre,2020-21(1).pdf,68,previous_year
Khanewal,Khanewal,Bitter Gourd,2019-20,Kharif,11.380898,115.14,maund/acre,2020-21(1).pdf,68,previous_year
Lahore,Lahore,Bitter Gourd,2019-20,Kharif,12.563072,127.1,maund/acre,2020-21(1).pdf,68,previous_year
Lodhran,Lodhran,Bitter Gourd,2019-20,Kharif,11.702141,118.39,maund/acre,2020-21(1).pdf,68,previous_year
Mandi Bahauddin,M.B. Din,Bitter Gourd,2019-20,Kharif,8.168468,82.64,maund/acre,2020-21(1).pdf,68,previous_year
Multan,Multan,Bitter Gourd,2019-20,Kharif,11.362118,114.95,maund/acre,2020-21(1).pdf,68,previous_year
Muzaffargarh,Muzaffargarh,Bitter Gourd,2019-20,Kharif,13.002928,131.55,maund/acre,2020-21(1).pdf,68,previous_year
Nankana Sahib,Nankana Sahib,Bitter Gourd,2019-20,Kharif,12.879373,130.3,maund/acre,2020-21(1).pdf,68,previous_year
Narowal,Narowal,Bitter Gourd,2019-20,Kharif,8.158584,82.54,maund/acre,2020-21(1).pdf,68,previous_year
Okara,Okara,Bitter Gourd,2019-20,Kharif,13.83816,140.0,maund/acre,2020-21(1).pdf,68,previous_year
Pakpattan,Pakpattan,Bitter Gourd,2019-20,Kharif,11.273158,114.05,maund/acre,2020-21(1).pdf,68,previous_year
Rahim Yar Khan,Rahim Yar Khan,Bitter Gourd,2019-20,Kharif,13.64146,138.01,maund/acre,2020-21(1).pdf,68,previous_year
Sahiwal,Sahiwal,Bitter Gourd,2019-20,Kharif,17.100012,173.0,maund/acre,2020-21(1).pdf,68,previous_year
Sargodha,Sargodha,Bitter Gourd,2019-20,Kharif,9.986209,101.03,maund/acre,2020-21(1).pdf,68,previous_year
Sheikhupura,Sheikhupura,Bitter Gourd,2019-20,Kharif,13.373593,135.3,maund/acre,2020-21(1).pdf,68,previous_year
Sialkot,Sialkot,Bitter Gourd,2019-20,Kharif,7.614942,77.04,maund/acre,2020-21(1).pdf,68,previous_year
Toba Tek Singh,T.T. Singh,Bitter Gourd,2019-20,Kharif,16.075,162.63,maund/acre,2020-21(1).pdf,68,previous_year
Vehari,Vehari,Bitter Gourd,2019-20,Kharif,12.84972,130.0,maund/acre,2020-21(1).pdf,68,previous_year
Attock,Attock --,Canola,2019-20,Rabi,1.368989,13.85,maund/acre,2019-20(1).pdf,101,current
Bhakkar,Bhakkar,Canola,2019-20,Rabi,1.300787,13.16,maund/acre,2019-20(1).pdf,101,current
Chiniot,Chiniot,Canola,2019-20,Rabi,2.022348,20.46,maund/acre,2019-20(1).pdf,101,current
Dera Ghazi Khan,D.G. Khan,Canola,2019-20,Rabi,2.207187,22.33,maund/acre,2019-20(1).pdf,101,current
Faisalabad,Faisalabad,Canola,2019-20,Rabi,2.025314,20.49,maund/acre,2019-20(1).pdf,101,current
Gujrat,Gujrat --,Canola,2019-20,Rabi,1.226654,12.41,maund/acre,2019-20(1).pdf,101,current
Jhang,Jhang,Canola,2019-20,Rabi,1.9581,19.81,maund/acre,2019-20(1).pdf,101,current
Kasur,Kasur,Canola,2019-20,Rabi,1.578539,15.97,maund/acre,2019-20(1).pdf,101,current
Khanewal,Khanewal,Canola,2019-20,Rabi,1.915597,19.38,maund/acre,2019-20(1).pdf,101,current
Khushab,Khushab,Canola,2019-20,Rabi,1.586446,16.05,maund/acre,2019-20(1).pdf,101,current
Layyah,Layyah,Canola,2019-20,Rabi,2.056944,20.81,maund/acre,2019-20(1).pdf,101,current
Mianwali,Mianwali,Canola,2019-20,Rabi,1.833556,18.55,maund/acre,2019-20(1).pdf,101,current
Muzaffargarh,Muzaffargarh,Canola,2019-20,Rabi,2.054967,20.79,maund/acre,2019-20(1).pdf,101,current
Nankana Sahib,Nankana Sahib,Canola,2019-20,Rabi,2.171603,21.97,maund/acre,2019-20(1).pdf,101,current
Okara,Okara,Canola,2019-20,Rabi,1.650695,16.7,maund/acre,2019-20(1).pdf,101,current
Pakpattan,Pakpattan,Canola,2019-20,Rabi,1.864198,18.86,maund/acre,2019-20(1).pdf,101,current
Rahim Yar Khan,Rahim Yar Khan,Canola,2019-20,Rabi,1.477718,14.95,maund/acre,2019-20(1).pdf,101,current
Rajanpur,Rajan Pur,Canola,2019-20,Rabi,1.54592,15.64,maund/acre,2019-20(1).pdf,101,current
Rawalpindi,Rawalpindi --,Canola,2019-20,Rabi,0.506081,5.12,maund/acre,2019-20(1).pdf,101,current
Sahiwal,Sahiwal,Canola,2019-20,Rabi,1.520221,15.38,maund/acre,2019-20(1).pdf,101,current
Sargodha,Sargodha,Canola,2019-20,Rabi,1.352186,13.68,maund/acre,2019-20(1).pdf,101,current
Sheikhupura,Sheikhupura,Canola,2019-20,Rabi,1.827626,18.49,maund/acre,2019-20(1).pdf,101,current
Toba Tek Singh,T.T. Singh,Canola,2019-20,Rabi,1.864198,18.86,maund/acre,2019-20(1).pdf,101,current
Vehari,Vehari,Canola,2019-20,Rabi,1.975892,19.99,maund/acre,2019-20(1).pdf,101,current
Bahawalpur,Bahawalpur,Chilies (Red),2019-20,Kharif,1.910655,19.33,maund/acre,2020-21(1).pdf,75,previous_year
Dera Ghazi Khan,D.G. Khan,Chilies (Red),2019-20,Kharif,1.297822,13.13,maund/acre,2020-21(1).pdf,75,previous_year
Gujranwala,Gujranwala,Chilies (Red),2019-20,Kharif,1.779192,18.0,maund/acre,2020-21(1).pdf,75,previous_year
Kasur,Kasur,Chilies (Red),2019-20,Kharif,1.472776,14.9,maund/acre,2020-21(1).pdf,75,previous_year
Khanewal,Khanewal,Chilies (Red),2019-20,Kharif,1.682325,17.02,maund/acre,2020-21(1).pdf,75,previous_year
Lahore,Lahore,Chilies (Red),2019-20,Kharif,1.878036,19.0,maund/acre,2020-21(1).pdf,75,previous_year
Layyah,Layyah,Chilies (Red),2019-20,Kharif,1.881001,19.03,maund/acre,2020-21(1).pdf,75,previous_year
Lodhran,Lodhran,Chilies (Red),2019-20,Kharif,1.654649,16.74,maund/acre,2020-21(1).pdf,75,previous_year
Multan,Multan,Chilies (Red),2019-20,Kharif,1.878036,19.0,maund/acre,2020-21(1).pdf,75,previous_year
Muzaffargarh,Muzaffargarh,Chilies (Red),2019-20,Kharif,1.990718,20.14,maund/acre,2020-21(1).pdf,75,previous_year
Okara,Okara,Chilies (Red),2019-20,Kharif,2.180499,22.06,maund/acre,2020-21(1).pdf,75,previous_year
Pakpattan,Pakpattan,Chilies (Red),2019-20,Kharif,1.955134,19.78,maund/acre,2020-21(1).pdf,75,previous_year
Rahim Yar Khan,Rahim Yar Khan,Chilies (Red),2019-20,Kharif,1.832568,18.54,maund/acre,2020-21(1).pdf,75,previous_year
Rajanpur,Rajan Pur,Chilies (Red),2019-20,Kharif,2.966308,30.01,maund/acre,2020-21(1).pdf,75,previous_year
Sahiwal,Sahiwal,Chilies (Red),2019-20,Kharif,1.868152,18.9,maund/acre,2020-21(1).pdf,75,previous_year
Sargodha,Sargodha,Chilies (Red),2019-20,Kharif,1.575573,15.94,maund/acre,2020-21(1).pdf,75,previous_year
Toba Tek Singh,T.T. Singh,Chilies (Red),2019-20,Kharif,1.457949,14.75,maund/acre,2020-21(1).pdf,75,previous_year
Vehari,Vehari,Chilies (Red),2019-20,Kharif,1.800938,18.22,maund/acre,2020-21(1).pdf,75,previous_year
Attock,Attock,Citrus Fruits,2019-20,Other/Perennial,12.454344,126.0,maund/acre,2019-20(1).pdf,130,current
Bahawalnagar,Bahawalnagar,Citrus Fruits,2019-20,Other/Perennial,13.640472,138.0,maund/acre,2019-20(1).pdf,130,current
Bahawalpur,Bahawalpur,Citrus Fruits,2019-20,Other/Perennial,13.739316,139.0,maund/acre,2019-20(1).pdf,130,current
Bhakkar,Bhakkar,Citrus Fruits,2019-20,Other/Perennial,13.442784,136.0,maund/acre,2019-20(1).pdf,130,current
Chakwal,Chakwal,Citrus Fruits,2019-20,Other/Perennial,13.047408,132.0,maund/acre,2019-20(1).pdf,130,current
Chiniot,Chiniot,Citrus Fruits,2019-20,Other/Perennial,12.553188,127.0,maund/acre,2019-20(1).pdf,130,current
Dera Ghazi Khan,D.G. Khan,Citrus Fruits,2019-20,Other/Perennial,12.157812,123.0,maund/acre,2019-20(1).pdf,130,current
Faisalabad,Faisalabad,Citrus Fruits,2019-20,Other/Perennial,14.530068,147.0,maund/acre,2019-20(1).pdf,130,current
Gujranwala,Gujranwala,Citrus Fruits,2019-20,Other/Perennial,4.250292,43.0,maund/acre,2019-20(1).pdf,130,current
Gujrat,Gujrat,Citrus Fruits,2019-20,Other/Perennial,8.006364,81.0,maund/acre,2019-20(1).pdf,130,current
Hafizabad,Hafizabad,Citrus Fruits,2019-20,Other/Perennial,7.808676,79.0,maund/acre,2019-20(1).pdf,130,current
Jhang,Jhang,Citrus Fruits,2019-20,Other/Perennial,11.564748,117.0,maund/acre,2019-20(1).pdf,130,current
Jhelum,Jhelum,Citrus Fruits,2019-20,Other/Perennial,11.465904,116.0,maund/acre,2019-20(1).pdf,130,current
Kasur,Kasur,Citrus Fruits,2019-20,Other/Perennial,14.035848,142.0,maund/acre,2019-20(1).pdf,130,current
Khanewal,Khanewal,Citrus Fruits,2019-20,Other/Perennial,17.396544,176.0,maund/acre,2019-20(1).pdf,130,current
Khushab,Khushab,Citrus Fruits,2019-20,Other/Perennial,13.640472,138.0,maund/acre,2019-20(1).pdf,130,current
Lahore,Lahore,Citrus Fruits,2019-20,Other/Perennial,11.070528,112.0,maund/acre,2019-20(1).pdf,130,current
Layyah,Layyah,Citrus Fruits,2019-20,Other/Perennial,16.704636,169.0,maund/acre,2019-20(1).pdf,130,current
Lodhran,Lodhran,Citrus Fruits,2019-20,Other/Perennial,13.245096,134.0,maund/acre,2019-20(1).pdf,130,current
Mandi Bahauddin,M.B.Din,Citrus Fruits,2019-20,Other/Perennial,16.902324,171.0,maund/acre,2019-20(1).pdf,130,current
Mianwali,Mianwali,Citrus Fruits,2019-20,Other/Perennial,12.157812,123.0,maund/acre,2019-20(1).pdf,130,current
Multan,Multan,Citrus Fruits,2019-20,Other/Perennial,14.233536,144.0,maund/acre,2019-20(1).pdf,130,current
Muzaffargarh,Muzaffargarh,Citrus Fruits,2019-20,Other/Perennial,12.157812,123.0,maund/acre,2019-20(1).pdf,130,current
Nankana Sahib,Nankana Sahib,Citrus Fruits,2019-20,Other/Perennial,7.808676,79.0,maund/acre,2019-20(1).pdf,130,current
Narowal,Narowal,Citrus Fruits,2019-20,Other/Perennial,8.40174,85.0,maund/acre,2019-20(1).pdf,130,current
Okara,Okara,Citrus Fruits,2019-20,Other/Perennial,13.83816,140.0,maund/acre,2019-20(1).pdf,130,current
Pakpattan,Pakpattan,Citrus Fruits,2019-20,Other/Perennial,10.477464,106.0,maund/acre,2019-20(1).pdf,130,current
Rahim Yar Khan,R.Y. Khan,Citrus Fruits,2019-20,Other/Perennial,9.983244,101.0,maund/acre,2019-20(1).pdf,130,current
Rajanpur,Rajan Pur,Citrus Fruits,2019-20,Other/Perennial,10.773996,109.0,maund/acre,2019-20(1).pdf,130,current
Rawalpindi,Rawalpindi --,Citrus Fruits,2019-20,Other/Perennial,10.477464,106.0,maund/acre,2019-20(1).pdf,130,current
Sahiwal,Sahiwal,Citrus Fruits,2019-20,Other/Perennial,15.617352,158.0,maund/acre,2019-20(1).pdf,130,current
Sargodha,Sargodha,Citrus Fruits,2019-20,Other/Perennial,17.693076,179.0,maund/acre,2019-20(1).pdf,130,current
Sheikhupura,Sheikhupura,Citrus Fruits,2019-20,Other/Perennial,6.029484,61.0,maund/acre,2019-20(1).pdf,130,current
Sialkot,Sialkot,Citrus Fruits,2019-20,Other/Perennial,7.512144,76.0,maund/acre,2019-20(1).pdf,130,current
Toba Tek Singh,T.T.Singh,Citrus Fruits,2019-20,Other/Perennial,23.22834,235.0,maund/acre,2019-20(1).pdf,130,current
Vehari,Vehari,Citrus Fruits,2019-20,Other/Perennial,16.30926,165.0,maund/acre,2019-20(1).pdf,130,current
Bahawalnagar,Bahawalnagar,Cotton,2019-20,Kharif,0.866862,8.77,maund/acre,2019-20(1).pdf,4,current
Bahawalpur,Bahawalpur,Cotton,2019-20,Kharif,0.815463,8.25,maund/acre,2019-20(1).pdf,4,current
Bhakkar,Bhakkar,Cotton,2019-20,Kharif,0.691908,7.0,maund/acre,2019-20(1).pdf,4,current
Chiniot,Chiniot,Cotton,2019-20,Kharif,1.183163,11.97,maund/acre,2019-20(1).pdf,4,current
Dera Ghazi Khan,D.G. Khan,Cotton,2019-20,Kharif,1.617088,16.36,maund/acre,2019-20(1).pdf,4,current
Faisalabad,Faisalabad,Cotton,2019-20,Kharif,0.585156,5.92,maund/acre,2019-20(1).pdf,4,current
Jhang,Jhang,Cotton,2019-20,Kharif,1.439169,14.56,maund/acre,2019-20(1).pdf,4,current
Jhelum,Jehlum,Cotton,2019-20,Kharif,0.474451,4.8,maund/acre,2019-20(1).pdf,4,current
Kasur,Kasur,Cotton,2019-20,Kharif,0.692896,7.01,maund/acre,2019-20(1).pdf,4,current
Khanewal,Khanewal,Cotton,2019-20,Kharif,0.691908,7.0,maund/acre,2019-20(1).pdf,4,current
Layyah,Layyah,Cotton,2019-20,Kharif,0.790752,8.0,maund/acre,2019-20(1).pdf,4,current
Lodhran,Lodhran,Cotton,2019-20,Kharif,1.722851,17.43,maund/acre,2019-20(1).pdf,4,current
Mandi Bahauddin,M.B.Din,Cotton,2019-20,Kharif,0.419099,4.24,maund/acre,2019-20(1).pdf,4,current
Mianwali,Mianwali,Cotton,2019-20,Kharif,1.697151,17.17,maund/acre,2019-20(1).pdf,4,current
Multan,Multan,Cotton,2019-20,Kharif,1.813787,18.35,maund/acre,2019-20(1).pdf,4,current
Muzaffargarh,Muzzafargargh,Cotton,2019-20,Kharif,0.685977,6.94,maund/acre,2019-20(1).pdf,4,current
Okara,Okara,Cotton,2019-20,Kharif,1.753493,17.74,maund/acre,2019-20(1).pdf,4,current
Pakpattan,Pakpattan,Cotton,2019-20,Kharif,0.909365,9.2,maund/acre,2019-20(1).pdf,4,current
Rahim Yar Khan,R.Y. Khan,Cotton,2019-20,Kharif,0.78581,7.95,maund/acre,2019-20(1).pdf,4,current
Rajanpur,Rajan Pur,Cotton,2019-20,Kharif,0.691908,7.0,maund/acre,2019-20(1).pdf,4,current
Sahiwal,Sahiwal,Cotton,2019-20,Kharif,0.998324,10.1,maund/acre,2019-20(1).pdf,4,current
Sargodha,Sargodha,Cotton,2019-20,Kharif,0.819417,8.29,maund/acre,2019-20(1).pdf,4,current
Toba Tek Singh,T.T. Singh,Cotton,2019-20,Kharif,0.612833,6.2,maund/acre,2019-20(1).pdf,4,current
Vehari,Vehari,Cotton,2019-20,Kharif,0.879712,8.9,maund/acre,2019-20(1).pdf,4,current
Bahawalnagar,Bahawalnagar,Dates,2019-20,Kharif,6.951699,70.33,maund/acre,2020-21(1).pdf,79,previous_year
Bahawalpur,Bahawalpur,Dates,2019-20,Kharif,14.881953,150.56,maund/acre,2020-21(1).pdf,79,previous_year
Bhakkar,Bhakkar,Dates,2019-20,Kharif,6.198507,62.71,maund/acre,2020-21(1).pdf,79,previous_year
Chiniot,Chiniot,Dates,2019-20,Kharif,6.592895,66.7,maund/acre,2020-21(1).pdf,79,previous_year
Dera Ghazi Khan,D.G. Khan,Dates,2019-20,Kharif,7.180028,72.64,maund/acre,2020-21(1).pdf,79,previous_year
Faisalabad,Faisalabad,Dates,2019-20,Kharif,6.549403,66.26,maund/acre,2020-21(1).pdf,79,previous_year
Hafizabad,Hafizabad,Dates,2019-20,Kharif,12.105425,122.47,maund/acre,2020-21(1).pdf,79,previous_year
Jhang,Jhang,Dates,2019-20,Kharif,7.986595,80.8,maund/acre,2020-21(1).pdf,79,previous_year
Khanewal,Khanewal,Dates,2019-20,Kharif,5.337576,54.0,maund/acre,2020-21(1).pdf,79,previous_year
Khushab,Khushab,Dates,2019-20,Kharif,10.87284,110.0,maund/acre,2020-21(1).pdf,79,previous_year
Lahore,Lahore,Dates,2019-20,Kharif,5.958316,60.28,maund/acre,2020-21(1).pdf,79,previous_year
Layyah,Layyah,Dates,2019-20,Kharif,7.604069,76.93,maund/acre,2020-21(1).pdf,79,previous_year
Lodhran,Lodhran,Dates,2019-20,Kharif,8.016248,81.1,maund/acre,2020-21(1).pdf,79,previous_year
Mianwali,Mianwali,Dates,2019-20,Kharif,11.529164,116.64,maund/acre,2020-21(1).pdf,79,previous_year
Multan,Multan,Dates,2019-20,Kharif,7.662387,77.52,maund/acre,2020-21(1).pdf,79,previous_year
Muzaffargarh,Muzaffargarh,Dates,2019-20,Kharif,8.611289,87.12,maund/acre,2020-21(1).pdf,79,previous_year
Okara,Okara,Dates,2019-20,Kharif,6.917103,69.98,maund/acre,2020-21(1).pdf,79,previous_year
Rahim Yar Khan,Rahim Yar Khan,Dates,2019-20,Kharif,6.924022,70.05,maund/acre,2020-21(1).pdf,79,previous_year
Rajanpur,Rajan Pur,Dates,2019-20,Kharif,5.931628,60.01,maund/acre,2020-21(1).pdf,79,previous_year
Sahiwal,Sahiwal,Dates,2019-20,Kharif,6.918092,69.99,maund/acre,2020-21(1).pdf,79,previous_year
Sargodha,Sargodha,Dates,2019-20,Kharif,9.210284,93.18,maund/acre,2020-21(1).pdf,79,previous_year
Toba Tek Singh,T.T. Singh,Dates,2019-20,Kharif,5.457177,55.21,maund/acre,2020-21(1).pdf,79,previous_year
Vehari,Vehari,Dates,2019-20,Kharif,4.9422,50.0,maund/acre,2020-21(1).pdf,79,previous_year
Attock,Attock --,Gram,2019-20,Rabi,0.566376,5.73,maund/acre,2019-20(1).pdf,79,current
Bahawalnagar,Bahawalnagar,Gram,2019-20,Rabi,1.097168,11.1,maund/acre,2019-20(1).pdf,79,current
Bhakkar,Bhakkar,Gram,2019-20,Rabi,0.524862,5.31,maund/acre,2019-20(1).pdf,79,current
Chakwal,Chakwal --,Gram,2019-20,Rabi,0.556492,5.63,maund/acre,2019-20(1).pdf,79,current
Dera Ghazi Khan,D.G. Khan,Gram,2019-20,Rabi,1.000301,10.12,maund/acre,2019-20(1).pdf,79,current
Jhang,Jhang,Gram,2019-20,Rabi,0.548584,5.55,maund/acre,2019-20(1).pdf,79,current
Jhelum,Jhelum --,Gram,2019-20,Rabi,0.556492,5.63,maund/acre,2019-20(1).pdf,79,current
Khanewal,Khanewal,Gram,2019-20,Rabi,1.059608,10.72,maund/acre,2019-20(1).pdf,79,current
Khushab,Khushab,Gram,2019-20,Rabi,0.517943,5.24,maund/acre,2019-20(1).pdf,79,current
Layyah,Layyah,Gram,2019-20,Rabi,0.556492,5.63,maund/acre,2019-20(1).pdf,79,current
Mianwali,Mianwali,Gram,2019-20,Rabi,0.679058,6.87,maund/acre,2019-20(1).pdf,79,current
Muzaffargarh,Muzaffargarh,Gram,2019-20,Rabi,0.529804,5.36,maund/acre,2019-20(1).pdf,79,current
Sahiwal,Sahiwal,Gram,2019-20,Rabi,1.103099,11.16,maund/acre,2019-20(1).pdf,79,current
Toba Tek Singh,T.T. Singh,Gram,2019-20,Rabi,0.927157,9.38,maund/acre,2019-20(1).pdf,79,current
Attock,Attock,Guarseed,2019-20,Kharif,0.312347,3.16,maund/acre,2020-21(1).pdf,140,previous_year
Bahawalnagar,Bahawalnagar,Guarseed,2019-20,Kharif,0.822382,8.32,maund/acre,2020-21(1).pdf,140,previous_year
Bahawalpur,Bahawalpur,Guarseed,2019-20,Kharif,1.192059,12.06,maund/acre,2020-21(1).pdf,140,previous_year
Bhakkar,Bhakkar,Guarseed,2019-20,Kharif,0.503116,5.09,maund/acre,2020-21(1).pdf,140,previous_year
Chakwal,Chakwal,Guarseed,2019-20,Kharif,0.440844,4.46,maund/acre,2020-21(1).pdf,140,previous_year
Dera Ghazi Khan,D.G. Khan,Guarseed,2019-20,Kharif,0.487301,4.93,maund/acre,2020-21(1).pdf,140,previous_year
Faisalabad,Faisalabad,Guarseed,2019-20,Kharif,0.937041,9.48,maund/acre,2020-21(1).pdf,140,previous_year
Jhelum,Jhelum,Guarseed,2019-20,Kharif,0.993382,10.05,maund/acre,2020-21(1).pdf,140,previous_year
Khanewal,Khanewal,Guarseed,2019-20,Kharif,1.087284,11.0,maund/acre,2020-21(1).pdf,140,previous_year
Khushab,Khushab,Guarseed,2019-20,Kharif,0.414156,4.19,maund/acre,2020-21(1).pdf,140,previous_year
Layyah,Layyah,Guarseed,2019-20,Kharif,0.944949,9.56,maund/acre,2020-21(1).pdf,140,previous_year
Lodhran,Lodhran,Guarseed,2019-20,Kharif,1.132752,11.46,maund/acre,2020-21(1).pdf,140,previous_year
Mianwali,Mianwali,Guarseed,2019-20,Kharif,0.451717,4.57,maund/acre,2020-21(1).pdf,140,previous_year
Muzaffargarh,Muzaffargarh,Guarseed,2019-20,Kharif,0.878723,8.89,maund/acre,2020-21(1).pdf,140,previous_year
Okara,Okara,Guarseed,2019-20,Kharif,1.317591,13.33,maund/acre,2020-21(1).pdf,140,previous_year
Pakpattan,Pakpattan,Guarseed,2019-20,Kharif,1.335382,13.51,maund/acre,2020-21(1).pdf,140,previous_year
Rawalpindi,Rawalpindi,Guarseed,2019-20,Kharif,0.44381,4.49,maund/acre,2020-21(1).pdf,140,previous_year
Sahiwal,Sahiwal,Guarseed,2019-20,Kharif,1.412481,14.29,maund/acre,2020-21(1).pdf,140,previous_year
Toba Tek Singh,T.T. Singh,Guarseed,2019-20,Kharif,1.304741,13.2,maund/acre,2020-21(1).pdf,140,previous_year
Vehari,Vehari,Guarseed,2019-20,Kharif,1.00129,10.13,maund/acre,2020-21(1).pdf,140,previous_year
Attock,Attock,Guava,2019-20,Kharif,6.91908,70.0,maund/acre,2020-21(1).pdf,168,previous_year
Bahawalnagar,Bahawalnagar,Guava,2019-20,Kharif,12.3555,125.0,maund/acre,2020-21(1).pdf,168,previous_year
Bahawalpur,Bahawalpur,Guava,2019-20,Kharif,11.86128,120.0,maund/acre,2020-21(1).pdf,168,previous_year
Bhakkar,Bhakkar,Guava,2019-20,Kharif,8.40174,85.0,maund/acre,2020-21(1).pdf,168,previous_year
Chiniot,Chiniot,Guava,2019-20,Kharif,17.594232,178.0,maund/acre,2020-21(1).pdf,168,previous_year
Dera Ghazi Khan,D.G. Khan,Guava,2019-20,Kharif,9.983244,101.0,maund/acre,2020-21(1).pdf,168,previous_year
Faisalabad,Faisalabad,Guava,2019-20,Kharif,17.79192,180.0,maund/acre,2020-21(1).pdf,168,previous_year
Gujranwala,Gujranwala,Guava,2019-20,Kharif,10.87284,110.0,maund/acre,2020-21(1).pdf,168,previous_year
Gujrat,Gujrat,Guava,2019-20,Kharif,8.89596,90.0,maund/acre,2020-21(1).pdf,168,previous_year
Hafizabad,Hafizabad,Guava,2019-20,Kharif,15.81504,160.0,maund/acre,2020-21(1).pdf,168,previous_year
Jhang,Jhang,Guava,2019-20,Kharif,16.80348,170.0,maund/acre,2020-21(1).pdf,168,previous_year
Jhelum,Jhelum,Guava,2019-20,Kharif,8.89596,90.0,maund/acre,2020-21(1).pdf,168,previous_year
Kasur,Kasur,Guava,2019-20,Kharif,22.2399,225.0,maund/acre,2020-21(1).pdf,168,previous_year
Khanewal,Khanewal,Guava,2019-20,Kharif,11.663592,118.0,maund/acre,2020-21(1).pdf,168,previous_year
Khushab,Khushab,Guava,2019-20,Kharif,8.89596,90.0,maund/acre,2020-21(1).pdf,168,previous_year
Lahore,Lahore,Guava,2019-20,Kharif,17.79192,180.0,maund/acre,2020-21(1).pdf,168,previous_year
Layyah,Layyah,Guava,2019-20,Kharif,10.37862,105.0,maund/acre,2020-21(1).pdf,168,previous_year
Lodhran,Lodhran,Guava,2019-20,Kharif,12.3555,125.0,maund/acre,2020-21(1).pdf,168,previous_year
Mandi Bahauddin,M.B. Din,Guava,2019-20,Kharif,9.093648,92.0,maund/acre,2020-21(1).pdf,168,previous_year
Mianwali,Mianwali,Guava,2019-20,Kharif,7.90752,80.0,maund/acre,2020-21(1).pdf,168,previous_year
Multan,Multan,Guava,2019-20,Kharif,11.36706,115.0,maund/acre,2020-21(1).pdf,168,previous_year
Muzaffargarh,Muzaffargarh,Guava,2019-20,Kharif,9.8844,100.0,maund/acre,2020-21(1).pdf,168,previous_year
Nankana Sahib,Nankana Sahib,Guava,2019-20,Kharif,29.455512,298.0,maund/acre,2020-21(1).pdf,168,previous_year
Narowal,Narowal,Guava,2019-20,Kharif,9.587868,97.0,maund/acre,2020-21(1).pdf,168,previous_year
Okara,Okara,Guava,2019-20,Kharif,14.8266,150.0,maund/acre,2020-21(1).pdf,168,previous_year
Pakpattan,Pakpattan,Guava,2019-20,Kharif,15.617352,158.0,maund/acre,2020-21(1).pdf,168,previous_year
Rahim Yar Khan,Rahim Yar Khan,Guava,2019-20,Kharif,11.36706,115.0,maund/acre,2020-21(1).pdf,168,previous_year
Rajanpur,Rajan Pur,Guava,2019-20,Kharif,8.89596,90.0,maund/acre,2020-21(1).pdf,168,previous_year
Rawalpindi,Rawalpindi,Guava,2019-20,Kharif,7.90752,80.0,maund/acre,2020-21(1).pdf,168,previous_year
Sahiwal,Sahiwal,Guava,2019-20,Kharif,15.32082,155.0,maund/acre,2020-21(1).pdf,168,previous_year
Sargodha,Sargodha,Guava,2019-20,Kharif,9.39018,95.0,maund/acre,2020-21(1).pdf,168,previous_year
Sheikhupura,Sheikhupura,Guava,2019-20,Kharif,28.66476,290.0,maund/acre,2020-21(1).pdf,168,previous_year
Sialkot,Sialkot,Guava,2019-20,Kharif,9.39018,95.0,maund/acre,2020-21(1).pdf,168,previous_year
Toba Tek Singh,T.T. Singh,Guava,2019-20,Kharif,17.79192,180.0,maund/acre,2020-21(1).pdf,168,previous_year
Vehari,Vehari,Guava,2019-20,Kharif,14.33238,145.0,maund/acre,2020-21(1).pdf,168,previous_year
Attock,Attock,Jowar,2019-20,Kharif,0.360781,3.65,maund/acre,2020-21(1).pdf,145,previous_year
Bahawalnagar,Bahawalnagar,Jowar,2019-20,Kharif,0.879712,8.9,maund/acre,2020-21(1).pdf,145,previous_year
Bahawalpur,Bahawalpur,Jowar,2019-20,Kharif,0.889596,9.0,maund/acre,2020-21(1).pdf,145,previous_year
Bhakkar,Bhakkar,Jowar,2019-20,Kharif,0.456659,4.62,maund/acre,2020-21(1).pdf,145,previous_year
Chakwal,Chakwal,Jowar,2019-20,Kharif,0.389445,3.94,maund/acre,2020-21(1).pdf,145,previous_year
Chiniot,Chiniot,Jowar,2019-20,Kharif,1.002278,10.14,maund/acre,2020-21(1).pdf,145,previous_year
Dera Ghazi Khan,D.G. Khan,Jowar,2019-20,Kharif,0.698827,7.07,maund/acre,2020-21(1).pdf,145,previous_year
